ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
25500,25500,Jagdish Arora,44,4,3,2,1
25501,25501,Finn Kale,22,5,1,3,1
25502,25502,Ishanvi Subramaniam,30,4,1,3,2
25503,25503,Vinaya Subramanian,47,1,3,4,2
25504,25504,Jackson Oza,63,1,3,4,1
25505,25505,Gopal Sekhon,37,4,2,2,1
25506,25506,Pranav Raja,62,3,3,3,2
25507,25507,Yutika Palla,38,1,4,3,2
25508,25508,Harini Kapoor,42,3,1,4,1
25509,25509,Aadhya Tripathi,25,5,4,2,2
25510,25510,Teerth Date,59,3,4,2,2
25511,25511,Nitara Dani,61,5,3,3,1
25512,25512,Jairaj Lad,52,3,3,2,2
25513,25513,Mohini Cheema,60,3,3,3,2
25514,25514,Ishani Walla,51,5,1,1,2
25515,25515,Warjas Shere,28,2,1,3,1
25516,25516,Anita Kibe,40,4,3,4,1
25517,25517,Gaurav Ravi,30,3,2,1,2
25518,25518,Hritik Loyal,69,1,3,3,1
25519,25519,Hemal Rattan,58,2,4,4,1
25520,25520,Arya Saha,58,3,4,2,1
25521,25521,Omisha Hegde,20,2,2,4,2
25522,25522,Aashi Saran,42,1,2,2,1
25523,25523,Aadhya Ganesan,35,1,1,3,1
25524,25524,Maanas More,18,2,1,4,2
25525,25525,Yug Parmer,46,4,1,2,1
25526,25526,Warda Divan,55,5,1,2,1
25527,25527,Barkha Kakar,30,1,4,4,2
25528,25528,Arin Loyal,41,3,2,1,2
25529,25529,Naksh Varma,55,3,1,1,1
25530,25530,Hemangini Shah,37,2,2,1,2
25531,25531,Ishaan Cherian,62,2,4,1,2
25532,25532,Jasmit Bose,60,5,2,4,2
25533,25533,Yadavi Parekh,37,2,3,4,1
25534,25534,Adweta Maharaj,62,1,3,3,1
25535,25535,Laban Chaudhari,45,3,4,3,1
25536,25536,Xavier Buch,58,3,3,1,2
25537,25537,Sudiksha Mangat,60,4,4,1,2
25538,25538,Krishna Dayal,45,1,4,4,2
25539,25539,Mugdha Shetty,50,2,1,4,1
25540,25540,Vasana Raj,30,2,4,1,1
25541,25541,Chandani Ram,61,5,1,3,1
25542,25542,Kamya Saini,46,3,4,1,2
25543,25543,Caleb Nagy,59,5,3,2,2
25544,25544,Samar Dhingra,55,3,2,3,1
25545,25545,Adya Prasad,42,3,2,3,1
25546,25546,Janaki Dubey,37,4,2,3,1
25547,25547,Yoshita Jaggi,53,5,1,2,2
25548,25548,Nidra Basak,66,5,1,2,1
25549,25549,Darsh Puri,41,3,4,4,2
25550,25550,Madhavi Soman,47,1,1,1,1
25551,25551,Yasti Rajagopalan,65,3,4,1,1
25552,25552,Chavvi Jain,36,5,2,3,1
25553,25553,Mitali Gola,38,3,3,4,2
25554,25554,Nakul Nigam,19,3,4,2,1
25555,25555,Suhani Sura,51,3,2,4,1
25556,25556,Arya Golla,68,4,4,2,1
25557,25557,Zaitra Sethi,35,2,2,2,1
25558,25558,Victor Venkataraman,31,4,4,3,1
25559,25559,Finn Narayanan,52,5,1,2,2
25560,25560,Matthew Shan,20,5,2,3,2
25561,25561,Michael More,18,3,4,2,1
25562,25562,Onkar Suresh,25,3,4,4,2
25563,25563,Chatresh Gola,57,4,3,2,2
25564,25564,Nitara Mital,55,3,2,1,1
25565,25565,Shravya Nayar,56,5,2,4,2
25566,25566,Viraj Kara,44,2,4,1,2
25567,25567,Champak Chhabra,19,5,1,3,2
25568,25568,Shravya Yogi,31,1,3,2,2
25569,25569,Amaira Mohanty,37,5,1,1,2
25570,25570,Chanchal Prakash,31,4,4,1,2
25571,25571,Nicholas Deol,48,2,1,1,2
25572,25572,Unni Kothari,62,4,4,4,2
25573,25573,Vritti Sunder,60,4,2,4,1
25574,25574,Falan Sidhu,30,1,3,2,1
25575,25575,Bachittar Raman,37,3,3,2,2
25576,25576,Ucchal Dass,40,4,1,4,2
25577,25577,Leela Batta,45,4,3,4,1
25578,25578,Lajita Banik,69,5,1,3,1
25579,25579,Jagat Raj,31,5,1,3,2
25580,25580,Upkaar Sankar,65,2,3,3,2
25581,25581,Raagini Agate,68,4,1,2,1
25582,25582,Forum Suri,39,2,3,3,1
25583,25583,Ranbir Gill,20,4,1,3,2
25584,25584,Dev Kala,58,2,1,3,2
25585,25585,Chatura Goyal,61,3,3,3,1
25586,25586,Pranit Sarraf,31,1,3,1,1
25587,25587,Nandini Jaggi,31,1,1,4,2
25588,25588,Ikbal Date,40,4,1,2,2
25589,25589,Eta Konda,39,1,1,4,1
25590,25590,Wishi Sanghvi,53,1,2,4,1
25591,25591,Pranit Buch,18,4,3,3,1
25592,25592,Peter Nayak,46,4,3,2,2
25593,25593,Keya Om,33,2,4,1,2
25594,25594,Sai Sarkar,65,5,1,1,1
25595,25595,Farhan Comar,29,4,1,2,2
25596,25596,Ekanta Bhargava,63,5,1,3,2
25597,25597,Meghana Malhotra,52,1,4,3,2
25598,25598,Unnati Verma,70,1,4,3,2
25599,25599,Niharika Mukhopadhyay,70,1,4,3,1
25600,25600,Harini Krishna,65,5,2,1,1
25601,25601,Avi Mall,36,5,4,3,1
25602,25602,Leena Ram,32,2,1,2,1
25603,25603,Ronith Lad,62,2,3,1,1
25604,25604,Yadavi Subramanian,67,5,4,2,1
25605,25605,Edhitha Sura,43,5,2,2,1
25606,25606,Chandresh Bhatia,23,1,2,2,2
25607,25607,Tanay Karnik,22,3,1,4,1
25608,25608,Unni Shukla,70,3,2,3,2
25609,25609,Manbir Nagar,70,2,3,4,2
25610,25610,Jyoti Narayan,43,1,1,2,1
25611,25611,Tamanna Ray,39,1,3,2,2
25612,25612,Ekani Bassi,54,1,1,1,2
25613,25613,Damyanti Lad,41,3,2,4,1
25614,25614,Reva Lad,47,4,1,1,1
25615,25615,Ganga Mall,67,2,4,2,1
25616,25616,Aishani Amble,34,4,3,1,1
25617,25617,Mason Narayan,42,5,3,4,1
25618,25618,Baghyawati Dhawan,19,3,3,3,1
25619,25619,Lohit Bandi,25,3,3,1,1
25620,25620,Varsha Hari,30,2,1,2,1
25621,25621,Rayaan Goyal,19,3,4,4,1
25622,25622,Dalaja Shetty,49,4,2,4,1
25623,25623,Wakeeta Rai,62,1,4,3,2
25624,25624,Ishita Gupta,44,1,4,3,1
25625,25625,Falguni Chauhan,37,4,2,4,1
25626,25626,Radhika Nagi,64,5,1,3,1
25627,25627,Ijaya Cheema,28,5,4,2,2
25628,25628,Odika Purohit,18,2,2,1,1
25629,25629,Falan Padmanabhan,37,4,2,3,2
25630,25630,Orinder Bora,23,1,1,3,1
25631,25631,Ishanvi Sawhney,68,5,2,3,1
25632,25632,Utkarsh Prakash,20,3,3,1,1
25633,25633,Ucchal Sampath,52,1,3,2,2
25634,25634,Ayushman Doctor,32,1,1,2,1
25635,25635,Balendra Dey,68,2,3,4,1
25636,25636,Yashodhara Wable,57,5,2,1,1
25637,25637,Lucky Brar,40,1,2,2,2
25638,25638,Ishani Chawla,58,2,4,1,2
25639,25639,Farhan Sankar,69,1,4,2,1
25640,25640,Qasim Loke,61,4,4,2,1
25641,25641,Yahvi Deshpande,39,3,4,1,2
25642,25642,Ekanta Golla,32,5,2,4,2
25643,25643,Oeshi Vyas,28,1,3,1,2
25644,25644,Ishanvi Venkataraman,48,2,4,2,1
25645,25645,Irya Purohit,21,5,2,3,1
25646,25646,Vincent Oza,19,2,3,4,2
25647,25647,Aahana Deo,36,3,3,3,1
25648,25648,Vrishti Mandal,38,4,4,3,2
25649,25649,Chasmum Khanna,20,2,4,2,2
25650,25650,Leena Kant,54,1,4,4,1
25651,25651,Warhi Bath,56,3,4,3,2
25652,25652,Advik Parikh,52,1,1,3,2
25653,25653,Aryan Tella,37,5,4,2,1
25654,25654,Bhavini Venkataraman,53,2,3,2,1
25655,25655,Jasmit Ahuja,39,3,4,2,2
25656,25656,Inaya Shah,66,4,3,3,1
25657,25657,Ekiya Kannan,45,2,2,2,1
25658,25658,Dhriti Majumdar,33,4,1,1,1
25659,25659,Zinal Doshi,31,5,1,1,2
25660,25660,Aarna Pant,70,3,2,3,2
25661,25661,Kamala Sandal,51,3,3,1,1
25662,25662,Robert Sharma,63,1,1,2,1
25663,25663,Vasudha Natt,55,3,4,4,2
25664,25664,Nilima Prabhakar,18,1,3,2,2
25665,25665,Udant Soni,50,4,4,1,2
25666,25666,Agastya Dutt,50,3,1,4,2
25667,25667,Kai Deshmukh,34,3,3,3,1
25668,25668,Anusha Choudhury,42,4,3,3,1
25669,25669,Bishakha Bhavsar,21,1,2,1,1
25670,25670,Indali Mander,43,1,1,1,1
25671,25671,Advik Chandran,57,2,2,1,2
25672,25672,Ekani Seth,46,1,4,1,2
25673,25673,Jagdish Chanda,63,4,2,2,1
25674,25674,Niharika Thaker,23,2,4,4,1
25675,25675,Rudra Modi,21,5,4,3,2
25676,25676,Bahadurjit Murthy,45,3,3,1,1
25677,25677,Bishakha Prakash,55,5,4,2,1
25678,25678,Faraj Varma,40,5,1,1,1
25679,25679,Christopher Dugar,60,3,1,1,2
25680,25680,Sanaya Patla,69,5,3,2,2
25681,25681,Ekansh Baria,29,3,4,1,1
25682,25682,Yashvi Sami,70,4,1,4,2
25683,25683,Harrison Sheth,62,5,3,3,1
25684,25684,Ekansh Sathe,66,1,1,4,2
25685,25685,Alexander Chander,33,4,2,4,2
25686,25686,Geetika Ravi,58,1,4,3,1
25687,25687,Eshana Sha,64,3,4,4,1
25688,25688,Anika Mand,51,2,2,2,2
25689,25689,Indira Singhal,27,2,1,4,1
25690,25690,Hemangini Majumdar,32,3,3,1,1
25691,25691,Wriddhish Ganesh,59,2,1,2,1
25692,25692,Vaishnavi Bath,45,2,4,1,2
25693,25693,Samarth Natarajan,46,2,3,2,1
25694,25694,Bhavya Dave,66,2,2,2,2
25695,25695,Oscar Kannan,60,4,2,3,2
25696,25696,Anita Lal,40,3,3,1,2
25697,25697,Advaith Chaudhari,55,2,1,3,2
25698,25698,Nakul Sankar,53,5,4,3,1
25699,25699,Azad Kibe,28,4,2,3,2
25700,25700,Krisha Solanki,68,3,2,2,2
25701,25701,Inaya Ganesan,57,4,1,4,2
25702,25702,Ekapad Devan,64,1,1,4,1
25703,25703,Harinakshi Prashad,46,5,1,2,2
25704,25704,Rachana Grewal,41,3,1,2,1
25705,25705,Jason Vasa,52,2,4,1,1
25706,25706,Kevin Sengupta,66,5,3,1,2
25707,25707,Dayita Solanki,69,4,1,2,2
25708,25708,Ansh Tella,34,1,3,3,1
25709,25709,Aradhana Bumb,54,4,3,2,2
25710,25710,Vanya Divan,65,2,4,2,1
25711,25711,Niharika Sheth,19,5,1,4,2
25712,25712,Dipta Wali,20,1,2,1,1
25713,25713,Ansh Dasgupta,58,1,4,1,2
25714,25714,Krishna Subramaniam,34,2,2,3,2
25715,25715,Fariq Raj,18,3,1,3,1
25716,25716,Warinder Bobal,46,2,2,2,2
25717,25717,Laksh Sandhu,22,2,4,2,2
25718,25718,Triveni Mangal,67,4,1,4,2
25719,25719,Bimala Setty,66,3,3,2,2
25720,25720,Brijesh Gopal,42,5,4,4,2
25721,25721,Gayathri Batra,30,5,4,1,2
25722,25722,Jairaj Pai,33,3,2,1,2
25723,25723,Warjas Pant,22,4,2,1,2
25724,25724,Naveen Minhas,33,4,1,4,1
25725,25725,Kiaan Bhattacharyya,30,3,2,3,1
25726,25726,George Behl,65,4,3,3,1
25727,25727,Liam Bala,27,4,1,1,1
25728,25728,Wishi Bala,48,3,4,4,1
25729,25729,Chakradhar Bath,56,3,2,2,2
25730,25730,Ayaan Mangat,61,1,4,1,2
25731,25731,Harrison Doctor,30,2,2,4,1
25732,25732,Bakhshi Das,35,1,2,2,1
25733,25733,Vivaan Pradhan,49,2,2,3,2
25734,25734,Bhavini Mand,69,5,2,2,1
25735,25735,Max Bera,61,1,1,1,1
25736,25736,Madhavi Korpal,58,4,3,2,1
25737,25737,Rishi Kibe,30,5,2,4,1
25738,25738,Eesha Savant,34,3,4,3,2
25739,25739,Ryan Aggarwal,45,2,2,3,1
25740,25740,Charita Mahajan,44,1,1,1,2
25741,25741,Ucchal Kannan,49,2,1,4,1
25742,25742,Bhavika Chadha,60,1,2,3,2
25743,25743,Anya Bhasin,25,1,2,4,2
25744,25744,Hema Sachar,29,4,4,1,1
25745,25745,Kritika Bal,60,3,3,4,2
25746,25746,Nimrat Mammen,25,4,2,4,1
25747,25747,Vidhi Kibe,39,5,3,1,2
25748,25748,Manbir Gera,53,2,1,2,2
25749,25749,Irya Anand,68,4,1,4,1
25750,25750,Gunbir Parsa,62,5,3,4,2
25751,25751,Shivansh Pall,36,4,3,2,2
25752,25752,Bhanumati Andra,64,5,1,2,1
25753,25753,Ayushman Mane,64,2,4,2,2
25754,25754,Rajata Sanghvi,61,5,4,1,1
25755,25755,Nisha Kunda,70,4,1,2,1
25756,25756,Avni Patla,55,2,4,2,1
25757,25757,Vyanjana Mani,57,1,1,4,2
25758,25758,Owen Verma,52,2,2,4,1
25759,25759,Tanish Nagar,18,4,1,3,2
25760,25760,Hitesh Dada,70,1,4,1,1
25761,25761,Dominic Chaudhuri,41,3,3,2,2
25762,25762,Jasmit Majumdar,58,1,2,3,1
25763,25763,Azad Mammen,67,2,3,4,2
25764,25764,Aadi Kapadia,28,2,1,2,1
25765,25765,Isha Acharya,29,5,3,1,1
25766,25766,Amol Prabhu,36,1,3,3,2
25767,25767,Rajeshri Joshi,58,1,1,2,2
25768,25768,Yash Venkatesh,58,1,2,1,1
25769,25769,Zaitra Tripathi,22,4,1,3,1
25770,25770,Rajeshri Tandon,55,4,3,1,2
25771,25771,Qushi Kibe,68,2,2,2,1
25772,25772,Quincy Khatri,46,5,3,1,1
25773,25773,Frederick Chana,29,4,4,4,1
25774,25774,Vinaya Sule,53,3,3,1,1
25775,25775,Hritik Kashyap,23,2,3,4,1
25776,25776,Krishna Bansal,23,1,3,2,2
25777,25777,Janaki Parsa,70,2,3,3,1
25778,25778,Oni Ratta,41,5,1,3,2
25779,25779,Vasana Sundaram,42,2,2,1,1
25780,25780,Chavvi Suri,46,1,1,1,2
25781,25781,Leena Kothari,53,5,1,2,2
25782,25782,Yasti Kakar,53,4,3,2,2
25783,25783,Aayush Kumar,57,3,1,1,1
25784,25784,Theodore Dugal,52,2,3,3,1
25785,25785,Deepa Dyal,54,3,2,4,1
25786,25786,Vaishnavi Mohan,48,4,3,4,1
25787,25787,Rajeshri Pant,55,1,3,1,2
25788,25788,Parth Baral,62,3,4,3,2
25789,25789,Siddharth Pillay,23,5,3,4,1
25790,25790,Wakeeta Mohan,26,4,4,4,1
25791,25791,Aashi Deshpande,25,5,1,4,1
25792,25792,Damini Rau,21,2,1,2,1
25793,25793,Samarth Oak,27,5,3,3,1
25794,25794,Madhav Ahuja,57,3,1,2,1
25795,25795,Advika Chandran,27,1,2,3,2
25796,25796,Anirudh Balan,24,1,4,4,2
25797,25797,Anika Kapadia,51,4,4,3,2
25798,25798,Xavier Bhagat,37,3,4,2,1
25799,25799,Harinakshi Ramanathan,69,4,4,4,1
25800,25800,Omkaar Suri,18,2,2,4,2
25801,25801,Ria Kapoor,56,5,4,4,2
25802,25802,Kashish Gola,44,5,2,3,2
25803,25803,Raagini Oza,36,3,3,1,1
25804,25804,Wriddhish Bedi,45,5,1,1,2
25805,25805,Lakshmi Mittal,59,5,4,4,2
25806,25806,Ijaya Sathe,51,5,4,3,1
25807,25807,Zaid Basak,24,2,1,1,2
25808,25808,Zayyan Soni,46,5,3,1,1
25809,25809,Logan Vala,66,4,4,2,1
25810,25810,Abdul Tiwari,29,1,4,1,2
25811,25811,Aarnav Modi,55,5,1,1,1
25812,25812,Tanmayi Nadig,52,1,2,4,2
25813,25813,Lopa Palla,21,1,1,2,2
25814,25814,Sudiksha Chaudhry,48,3,3,1,2
25815,25815,Udarsh Nagi,31,3,2,2,1
25816,25816,Osha Mane,18,1,3,3,1
25817,25817,Matthew Chacko,56,3,4,1,1
25818,25818,Qabil Vig,56,4,2,1,1
25819,25819,Om Nair,23,1,4,4,1
25820,25820,Ishani Kade,20,3,3,3,1
25821,25821,Agastya Prakash,20,1,1,4,2
25822,25822,Mitesh Dasgupta,66,3,3,4,1
25823,25823,Naveen Mand,35,3,2,1,1
25824,25824,Bhavna Dar,66,1,1,2,2
25825,25825,Ishani Trivedi,46,2,2,2,2
25826,25826,Darika Madan,27,3,4,3,2
25827,25827,Isaac Deo,66,4,1,3,2
25828,25828,Saumya Borra,20,4,2,1,2
25829,25829,Aarav Dugar,45,2,4,3,1
25830,25830,Anamika Bir,69,4,1,2,2
25831,25831,Jagrati Rattan,45,5,1,4,1
25832,25832,Samaksh Biswas,29,2,2,4,1
25833,25833,Qasim Lala,57,4,2,1,1
25834,25834,Krish Chaudry,67,2,3,2,2
25835,25835,Gautam Khare,56,5,2,4,2
25836,25836,Gunbir Subramaniam,34,4,2,2,2
25837,25837,Libni Guha,66,4,2,4,1
25838,25838,Wahab Kari,27,4,3,1,2
25839,25839,Tanmayi Sachdeva,27,1,4,2,2
25840,25840,Luke Chaudhary,44,3,4,2,1
25841,25841,Gaurang Sen,52,3,4,4,1
25842,25842,Aashi De,41,3,2,4,2
25843,25843,Manan Muni,44,4,4,3,1
25844,25844,Om Varghese,29,4,4,2,1
25845,25845,Tanmayi Sule,43,2,3,1,2
25846,25846,Gopal Barad,56,2,3,1,2
25847,25847,Gavin Barman,62,5,2,1,2
25848,25848,Baljiwan Garg,51,1,3,1,1
25849,25849,Zayyan Ram,32,1,2,2,2
25850,25850,Kabir Krish,44,3,4,2,2
25851,25851,Simon Parsa,27,1,2,2,2
25852,25852,William Dey,29,5,2,4,2
25853,25853,Jagat Murty,49,3,4,3,1
25854,25854,Yamini Sekhon,18,3,2,3,2
25855,25855,Champak Anne,28,1,2,2,2
25856,25856,Kashvi Swaminathan,66,1,1,3,1
25857,25857,Osha Chanda,19,2,3,2,2
25858,25858,Devansh Dube,20,4,4,3,1
25859,25859,Kalpit Lal,47,5,2,2,1
25860,25860,Gautam Narayanan,33,2,4,2,1
25861,25861,Yamini Madan,18,3,2,4,2
25862,25862,Amol Taneja,24,2,3,1,2
25863,25863,Ijaya Balakrishnan,63,3,2,1,1
25864,25864,Vanya Venkatesh,56,2,3,3,2
25865,25865,Janya Subramanian,57,1,2,4,2
25866,25866,Pallavi Walia,68,2,3,2,2
25867,25867,Jack Guha,45,1,2,3,2
25868,25868,Lipika Som,43,4,4,4,2
25869,25869,Victor Puri,32,2,4,2,1
25870,25870,Damini Loyal,65,4,1,1,1
25871,25871,Adweta Palla,34,4,3,4,1
25872,25872,Ekbal Goyal,66,5,1,1,2
25873,25873,Lakshit Merchant,50,2,3,4,2
25874,25874,Kritika Wagle,42,4,3,2,2
25875,25875,Nakul Parikh,61,5,1,2,2
25876,25876,Wridesh Sharaf,44,5,4,3,2
25877,25877,Bishakha Sood,19,4,2,4,2
25878,25878,Lila Ganguly,27,4,3,1,1
25879,25879,Inaya Grewal,45,3,1,3,1
25880,25880,Pranit Puri,26,5,4,2,1
25881,25881,Eshana Babu,38,2,2,2,2
25882,25882,Om Comar,59,2,4,3,1
25883,25883,Ekaja Vaidya,28,1,1,4,2
25884,25884,Anthony Sule,41,2,3,1,1
25885,25885,Devika Ghose,54,4,4,1,2
25886,25886,Bhavani Ravel,22,5,2,1,2
25887,25887,Rishi Varkey,61,1,2,2,2
25888,25888,Guneet Bawa,18,3,3,4,1
25889,25889,Harini Bajwa,41,1,1,3,2
25890,25890,Jai Mannan,60,5,3,3,1
25891,25891,Faraj Babu,67,4,1,4,1
25892,25892,Ikshita Devan,59,2,3,1,1
25893,25893,Chaitanya Buch,52,3,1,1,1
25894,25894,Yamini Walla,67,2,2,2,2
25895,25895,Ryan Modi,63,3,3,4,1
25896,25896,Chaitanya Gandhi,38,1,1,1,1
25897,25897,Chaitanya Rajagopal,25,5,2,1,1
25898,25898,Vaishnavi Peri,58,3,3,4,2
25899,25899,Daniel Pradhan,51,5,2,1,2
25900,25900,Upadhriti Bhatia,26,5,1,3,1
25901,25901,Pallavi Sethi,69,3,1,1,2
25902,25902,Chanakya Oza,68,2,2,3,2
25903,25903,Udant Singhal,67,2,2,2,2
25904,25904,Mekhala Contractor,44,5,1,3,2
25905,25905,Kiaan Contractor,35,3,3,4,1
25906,25906,Chasmum Pathak,57,3,2,1,2
25907,25907,Balveer Mutti,56,5,3,3,1
25908,25908,Rishi Edwin,49,4,3,3,1
25909,25909,Gauri Mitra,23,4,4,1,1
25910,25910,William Hayre,36,5,4,1,1
25911,25911,Libni Nigam,59,1,1,1,2
25912,25912,Xavier Mitter,59,2,2,2,1
25913,25913,Charles Ahuja,64,2,4,2,2
25914,25914,Lakshit Reddy,26,1,4,3,2
25915,25915,Matthew Sankar,25,3,1,3,2
25916,25916,Dhruv Raman,38,1,2,4,2
25917,25917,Aarna Zacharia,27,2,2,4,1
25918,25918,Naksh Chacko,62,3,4,3,1
25919,25919,Saksham Shankar,35,2,2,1,2
25920,25920,Nirja Bassi,64,3,4,3,1
25921,25921,Rishi Rattan,48,1,1,3,1
25922,25922,Agastya Sunder,65,4,1,4,2
25923,25923,Indali Dhar,46,3,3,1,1
25924,25924,Ayush Sant,19,1,3,4,2
25925,25925,Matthew Saraf,69,2,2,1,2
25926,25926,Leena Wable,58,2,1,3,1
25927,25927,George Babu,54,2,4,2,1
25928,25928,Lavanya Varughese,66,4,4,2,2
25929,25929,Sathvik Nazareth,30,5,4,4,2
25930,25930,Raagini Devan,36,4,4,4,1
25931,25931,Falguni Suresh,36,3,3,4,1
25932,25932,Urvashi Rout,48,5,3,1,1
25933,25933,Noah Brar,33,4,2,3,1
25934,25934,Sai Devi,47,1,4,2,2
25935,25935,Rishi Apte,59,1,4,2,1
25936,25936,Ira Mannan,43,3,4,1,2
25937,25937,Veda Swamy,60,3,1,1,2
25938,25938,Aarush Golla,53,5,4,1,2
25939,25939,Yachana Kale,26,3,3,2,2
25940,25940,Hemani Venkataraman,30,5,1,2,1
25941,25941,Radhika Dada,65,4,2,3,2
25942,25942,Tanveer Bhavsar,44,3,4,2,1
25943,25943,Vasudha Om,35,1,1,2,1
25944,25944,Anjali Roy,23,4,3,2,2
25945,25945,Anmol Barad,52,5,4,1,1
25946,25946,Kamala Halder,45,5,2,1,1
25947,25947,Barkha Walla,28,5,4,4,1
25948,25948,Ikshita Pradhan,66,4,1,4,1
25949,25949,Warjas Goda,55,1,1,4,2
25950,25950,Anirudh Yadav,53,1,2,3,2
25951,25951,Krish Biswas,68,4,3,2,1
25952,25952,Amaira Lanka,54,4,3,1,1
25953,25953,Xalak Tandon,22,3,1,3,2
25954,25954,Jonathan Kale,61,5,3,2,2
25955,25955,Harish Sankaran,68,5,2,4,2
25956,25956,Saumya Raju,45,3,2,4,2
25957,25957,Kabir Dara,66,5,3,4,1
25958,25958,Guneet Bhavsar,58,4,2,3,2
25959,25959,Forum Jayaraman,70,1,3,2,2
25960,25960,Rudra Kari,70,1,1,2,1
25961,25961,Bishakha Chandra,69,4,2,3,1
25962,25962,Finn Maharaj,53,5,1,2,1
25963,25963,Ishanvi Dugar,23,1,3,3,1
25964,25964,Damini Comar,26,4,2,4,2
25965,25965,Noah Sodhi,32,4,3,1,2
25966,25966,Charles Dey,48,2,4,2,2
25967,25967,Yatan Arya,32,4,1,4,2
25968,25968,Lila Joshi,26,2,3,1,1
25969,25969,Naveen Vasa,37,3,3,2,1
25970,25970,Tanvi Menon,43,3,4,3,2
25971,25971,Rajata Kade,41,5,2,3,1
25972,25972,Veer Prabhu,61,3,2,3,2
25973,25973,Megha Tank,33,1,1,4,2
25974,25974,Michael Rege,30,3,2,1,1
25975,25975,Dayita Srinivasan,67,5,1,3,1
25976,25976,Ijaya Kade,48,3,2,1,2
25977,25977,Kavya Palla,19,2,1,4,2
25978,25978,Manbir Kanda,28,3,1,1,2
25979,25979,Bachittar Dalal,60,5,4,4,2
25980,25980,Aachal Sekhon,60,2,2,2,1
25981,25981,Aarnav Nori,52,4,1,1,2
25982,25982,Baghyawati Morar,53,2,2,4,1
25983,25983,Anirudh Acharya,59,2,1,1,2
25984,25984,Tristan Vaidya,19,4,1,4,2
25985,25985,Dipta Dave,51,5,4,2,2
25986,25986,Warjas Kanda,57,1,1,3,2
25987,25987,Anvi Mallick,60,1,2,1,1
25988,25988,Jagat Mohan,62,5,3,1,1
25989,25989,Maanas Suri,53,1,1,2,1
25990,25990,Daksha Dua,46,3,1,4,1
25991,25991,Ria Nadkarni,60,5,3,3,1
25992,25992,Harrison Thaman,53,3,1,1,1
25993,25993,Gaurangi Raju,59,3,4,1,1
25994,25994,Farhan Prabhu,65,3,2,1,2
25995,25995,Arunima Dara,33,3,4,3,1
25996,25996,Frado Vora,64,5,2,2,1
25997,25997,Wishi Shan,21,3,3,2,1
25998,25998,Ojas Deshpande,59,3,3,1,2
25999,25999,Neelima Kala,37,3,1,3,2
26000,26000,Jhalak Seth,62,4,1,1,1
26001,26001,Harrison Acharya,62,5,3,1,2
26002,26002,Balendra Prabhakar,56,3,3,2,2
26003,26003,Baljiwan Krish,59,2,2,2,1
26004,26004,Upasna Chakrabarti,31,3,2,4,2
26005,26005,Qasim Bir,47,3,4,3,2
26006,26006,Vansha Nori,29,2,3,1,2
26007,26007,Aashi Chauhan,30,3,1,1,2
26008,26008,Charvi Varkey,67,3,1,1,1
26009,26009,Niharika Chander,64,5,1,4,1
26010,26010,Januja Tandon,26,4,3,1,1
26011,26011,Bhavika Virk,41,5,3,3,1
26012,26012,Fariq Raman,68,1,3,1,1
26013,26013,Abha Buch,41,1,1,2,2
26014,26014,Yauvani Behl,24,5,3,4,1
26015,26015,Naksh Bhatt,70,1,1,4,2
26016,26016,Girish Suresh,26,1,2,4,1
26017,26017,Jacob Mukhopadhyay,65,3,3,1,1
26018,26018,Ishaan Setty,21,5,4,1,1
26019,26019,Nirja Sathe,34,3,4,2,2
26020,26020,Veda Parsa,66,2,3,4,1
26021,26021,Ekta Baral,61,3,4,3,2
26022,26022,Waida Dhar,56,1,1,2,1
26023,26023,Vritti Agrawal,45,1,4,3,1
26024,26024,Kai Behl,67,5,3,2,2
26025,26025,Gaurangi Hari,61,5,1,2,2
26026,26026,Vidhi More,26,3,3,4,2
26027,26027,Arunima Buch,19,5,3,3,1
26028,26028,Ishwar Merchant,38,5,4,2,2
26029,26029,Jagdish Gill,63,3,2,3,2
26030,26030,Jasmit Bora,34,5,2,1,1
26031,26031,Reva Mall,42,1,1,2,1
26032,26032,Anika Mand,48,4,3,2,1
26033,26033,Chandresh Lata,62,1,2,2,1
26034,26034,Brijesh Palla,44,5,4,4,2
26035,26035,Ikshita Bath,31,2,2,4,1
26036,26036,Madhav Gopal,70,2,4,4,2
26037,26037,Vrishti Manne,64,2,1,4,2
26038,26038,Siya Sidhu,18,3,3,1,1
26039,26039,Simon Dey,49,2,2,2,2
26040,26040,Ekapad Mand,42,3,2,3,1
26041,26041,Neelima Saini,57,5,4,1,1
26042,26042,Kabir Manda,63,5,3,1,1
26043,26043,Adya Ramaswamy,35,4,2,3,1
26044,26044,Nihal Rajagopal,32,1,3,1,1
26045,26045,Yahvi Dewan,37,1,4,3,2
26046,26046,Andrew Sane,67,4,1,3,2
26047,26047,Aarnav Hegde,64,2,1,4,2
26048,26048,Odika Sha,39,4,3,3,1
26049,26049,Vincent Sura,41,3,3,4,1
26050,26050,Libni Apte,49,4,2,4,1
26051,26051,Amol Kade,59,3,1,2,2
26052,26052,Maanas Viswanathan,32,2,2,2,2
26053,26053,Vyanjana Padmanabhan,41,3,1,3,1
26054,26054,Nitesh Ray,51,2,2,1,1
26055,26055,Upasna Chaudry,56,1,1,1,2
26056,26056,Dhriti Prashad,18,2,2,1,2
26057,26057,Darpan Krishna,28,3,2,2,1
