EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
337,21,175,6,2,KGID84349,Oliver,1969-10-17,1,8,0,2017-10-08
338,19,155,4,2,KGID58760,Champak,1986-07-15,1,3,0,2019-09-15
339,28,236,3,3,KGID58096,Lucky,1976-02-15,2,4,0,2011-09-01
340,12,99,1,1,KGID13396,Ojas,1970-04-28,2,7,0,2011-05-13
341,5,43,4,3,KGID25435,Parth,1978-02-08,2,8,0,2019-11-21
342,20,168,5,1,KGID90199,Dhruv,1987-10-18,2,4,0,2009-06-07
343,10,92,5,1,KGID27790,Nilima,1986-07-27,2,3,0,2019-05-15
344,5,44,2,3,KGID68341,Omya,1995-03-21,2,6,0,2010-11-25
345,5,47,2,3,KGID18511,Chakradhar,1989-07-13,2,5,0,2020-12-15
346,31,257,4,1,KGID93584,Pratyush,1968-03-03,2,4,0,2018-11-21
347,14,115,6,1,KGID36342,Mohammed,1973-09-07,1,8,0,2013-11-02
348,30,247,4,1,KGID57303,Onkar,1999-10-18,2,8,0,2023-02-05
349,28,232,3,3,KGID27009,Gopal,1975-04-05,1,2,0,2011-03-26
350,4,22,2,2,KGID62187,Garima,1970-03-05,2,7,0,2016-08-12
351,17,141,3,2,KGID85353,Chandresh,1984-10-28,2,2,0,2024-12-01
352,20,173,4,2,KGID71057,Anirudh,1990-01-27,2,3,0,2018-01-04
353,24,198,1,3,KGID93859,Dominic,1987-11-15,1,7,0,2019-05-15
354,5,35,2,3,KGID17263,Ganga,1973-01-26,1,5,0,2012-09-14
355,30,250,5,1,KGID31229,Fitan,1992-02-02,1,6,0,2021-06-11
356,27,227,5,3,KGID47230,Anya,1981-07-12,2,4,0,2018-12-12
357,2,10,4,3,KGID82199,Jagat,2000-07-16,2,2,0,2021-08-31
358,17,135,6,3,KGID94015,Lucky,1993-02-24,1,3,0,2021-10-29
359,24,206,5,3,KGID91851,Jackson,1985-09-20,2,1,0,2014-09-09
360,18,145,3,1,KGID20646,Mohammed,2000-05-28,2,4,0,2022-07-05
361,25,211,4,3,KGID64602,Gunbir,1980-01-25,1,8,0,2021-07-17
362,31,259,2,3,KGID81509,Vihaan,1993-09-24,2,8,0,2016-02-20
363,23,186,2,1,KGID99783,Rayaan,1984-08-29,2,2,0,2024-07-01
364,8,74,6,3,KGID17852,Shaurya,2000-06-05,2,8,0,2012-01-24
365,7,71,4,2,KGID36741,Harish,1994-10-24,1,6,0,2011-04-05
366,19,158,4,3,KGID51853,Jeremiah,1969-04-29,2,7,0,2022-11-26
367,23,189,1,1,KGID58567,Quincy,1986-06-02,1,6,0,2010-01-15
368,8,74,1,1,KGID71141,David,1977-04-01,2,4,0,2009-05-28
369,30,250,4,1,KGID22689,Faris,1976-10-31,2,7,0,2021-11-02
370,6,61,4,1,KGID30932,Yashvi,1972-07-25,2,4,0,2021-06-08
371,25,211,1,1,KGID75308,Chandani,1999-10-02,2,8,0,2014-02-08
372,21,174,2,2,KGID75191,Umang,1997-08-25,2,8,0,2018-06-12
373,13,108,3,1,KGID38199,Agastya,1981-09-01,1,1,0,2008-05-12
374,21,178,6,2,KGID74866,Rudra,1984-08-18,2,5,0,2019-04-11
375,21,178,5,3,KGID11071,Kamya,1980-09-09,2,3,0,2009-04-30
376,19,160,5,2,KGID57943,Rachit,1975-03-11,2,1,0,2007-07-06
377,19,157,4,2,KGID16705,Nathaniel,1999-03-22,1,6,0,2009-12-03
378,7,71,1,3,KGID47827,Oliver,1994-06-23,2,5,0,2011-07-10
379,29,244,3,3,KGID99181,Ekapad,1968-11-08,1,2,0,2016-04-24
380,25,210,3,2,KGID58915,Warinder,1991-03-27,2,6,0,2011-04-10
381,5,36,2,1,KGID36090,Wahab,1982-10-25,2,1,0,2006-09-24
382,6,60,3,1,KGID15100,Balveer,1968-03-13,2,8,0,2015-04-05
383,1,5,2,3,KGID69898,Hritik,1995-12-17,1,6,0,2011-08-22
384,30,251,5,3,KGID51750,Siddharth,1971-05-02,2,6,0,2016-05-09
385,16,132,2,3,KGID76809,Jagat,1977-10-18,2,8,0,2010-09-12
386,22,183,5,1,KGID58281,Arjun,1975-08-31,1,7,0,2020-11-01
387,11,95,6,3,KGID50327,Veer,1969-09-08,1,8,0,2010-04-28
388,26,218,2,2,KGID95929,Zaid,1987-11-09,1,1,0,2024-10-15
389,18,145,5,3,KGID72973,Abhiram,1989-01-19,2,3,0,2024-02-01
390,3,14,5,3,KGID41745,Jai,1991-12-31,1,4,0,2011-06-09
391,27,230,3,1,KGID67807,Madhav,1982-02-26,1,7,0,2006-08-09
392,26,218,5,3,KGID36724,Patrick,1975-09-26,2,1,0,2020-09-21
393,9,79,1,3,KGID28098,Girik,1990-02-26,2,8,0,2009-06-18
394,4,28,2,3,KGID59391,Pranit,1969-11-08,1,8,0,2024-06-13
395,28,232,5,3,KGID54869,Zehaan,1994-04-23,2,8,0,2023-10-28
396,30,251,1,1,KGID42311,Advaith,1980-11-01,2,4,0,2022-07-19
397,24,202,2,2,KGID47880,Anthony,1989-03-06,2,6,0,2019-09-18
398,23,193,5,2,KGID55718,Rachit,1976-03-07,2,5,0,2007-02-07
399,14,114,2,1,KGID85166,Pranav,1994-05-19,2,7,0,2008-11-06
400,9,84,4,2,KGID29198,Orinder,1975-10-03,2,2,0,2010-01-29
401,13,110,6,2,KGID67983,Ojas,1972-02-02,2,4,0,2008-01-22
402,5,40,6,1,KGID80592,Patrick,1986-02-16,2,3,0,2018-01-26
403,19,157,5,1,KGID90698,Gagan,1995-10-21,1,4,0,2022-05-12
404,6,62,5,1,KGID97796,Wakeeta,1989-01-16,1,4,0,2012-10-02
405,31,263,5,1,KGID23133,Ekansh,1969-09-12,2,2,0,2022-02-14
406,8,74,6,3,KGID28018,Andrew,1977-07-14,1,7,0,2013-05-30
407,7,66,4,3,KGID72350,Anthony,1994-06-20,1,5,0,2013-05-03
408,1,3,2,2,KGID47409,Ansh,1978-04-16,1,4,0,2017-02-06
409,4,28,3,3,KGID14888,Yasti,1981-02-05,1,7,0,2025-01-10
410,13,111,6,1,KGID14763,Vritti,1976-03-03,2,8,0,2007-10-19
411,27,224,4,1,KGID47941,Ikshita,1977-04-14,1,5,0,2018-09-12
412,27,229,6,3,KGID89007,Arjun,1997-01-03,2,5,0,2017-11-05
413,7,66,5,2,KGID94058,Laban,1971-10-14,2,3,0,2019-01-27
414,19,162,4,3,KGID71344,Tejas,1997-10-25,1,6,0,2020-02-29
415,24,199,5,1,KGID70150,Thomas,1997-12-28,1,1,0,2019-09-16
416,4,23,2,3,KGID54185,Omkaar,2000-09-06,1,3,0,2012-11-27
417,18,145,2,3,KGID93719,Yadavi,1991-02-05,2,6,0,2023-06-25
418,8,75,1,1,KGID62538,Qarin,1998-12-31,1,3,0,2024-03-21
419,24,203,1,2,KGID52415,Lila,1994-10-23,1,5,0,2009-05-12
420,23,194,5,2,KGID40870,Simon,1970-03-27,2,6,0,2021-03-15
421,9,82,2,2,KGID86344,Gautam,1986-02-09,1,5,0,2016-07-18
422,23,189,1,3,KGID57127,Naveen,1971-01-16,1,2,0,2009-04-11
423,18,148,3,2,KGID50213,Nihal,1990-01-14,2,2,0,2016-08-11
424,14,120,3,3,KGID48671,Michael,1982-09-21,1,4,0,2021-01-18
425,27,230,3,1,KGID72676,Fiyaz,1991-01-08,2,7,0,2021-08-27
426,25,213,2,3,KGID81989,Pushti,1982-10-06,1,4,0,2007-12-29
427,10,90,4,3,KGID88094,Qushi,1988-06-21,1,8,0,2021-05-08
428,24,202,1,3,KGID57419,Laksh,1989-04-23,1,1,0,2008-07-02
429,29,244,4,3,KGID76255,Baljiwan,1990-05-22,1,3,0,2020-05-16
430,22,180,6,2,KGID78202,Qabil,1985-01-03,1,8,0,2011-12-30
431,31,263,6,1,KGID76895,Alexander,1972-05-29,1,8,0,2021-06-17
432,29,241,1,1,KGID77272,Anay,1971-11-05,1,8,0,2008-11-02
433,28,237,4,3,KGID50392,Jacob,1994-01-15,2,5,0,2019-01-06
434,7,71,5,1,KGID38560,Pratyush,1980-07-29,1,7,0,2007-08-27
435,19,157,1,2,KGID18357,Faraj,1990-08-28,1,2,0,2021-11-10
436,20,167,3,2,KGID14159,Qasim,1980-03-17,1,3,0,2021-08-28
437,17,140,1,3,KGID94656,Brinda,1987-01-29,2,7,0,2011-03-28
438,6,62,1,2,KGID59479,Qadim,1981-02-03,1,6,0,2017-04-01
439,31,261,2,1,KGID33392,Maya,1976-01-17,2,3,0,2010-05-30
440,16,129,1,3,KGID39188,Amara,1992-07-31,1,5,0,2012-11-18
441,24,203,5,2,KGID98276,Zaid,1985-03-02,2,7,0,2019-09-20
442,3,19,5,1,KGID42441,Daniel,1976-06-16,1,5,0,2015-05-29
443,18,148,3,1,KGID24790,Udant,1974-11-07,2,1,0,2016-04-08
444,3,20,2,1,KGID37011,Yatan,1974-05-12,1,8,0,2010-09-22
445,31,261,4,3,KGID98083,Ekansh,1996-07-26,1,4,0,2009-01-26
446,4,21,4,3,KGID15798,Upkaar,1973-06-04,1,4,0,2021-09-11
447,19,158,5,1,KGID28367,Caleb,1995-02-16,2,4,0,2017-06-04
448,8,74,4,3,KGID85511,Oscar,1991-09-10,2,4,0,2008-10-05
449,22,181,2,2,KGID28777,Mohini,1997-11-17,1,7,0,2016-10-03
450,9,81,6,2,KGID46064,Farhan,1991-10-09,1,7,0,2012-06-22
451,5,45,2,3,KGID74962,Pratyush,1984-11-10,2,7,0,2014-03-07
452,4,24,4,3,KGID51777,Darsh,2001-01-25,2,3,0,2013-05-22
453,22,180,3,2,KGID59343,Ekaraj,1975-08-10,2,4,0,2023-05-12
454,8,77,6,1,KGID49418,Amara,1979-10-31,1,8,0,2025-05-27
455,14,119,4,1,KGID83713,Qarin,1983-06-15,2,3,0,2025-04-27
456,19,157,6,2,KGID41831,Dhruv,1988-05-16,2,2,0,2009-06-26
457,29,243,4,2,KGID58637,Bachittar,1978-01-27,1,1,0,2020-02-06
458,24,199,6,2,KGID59436,Wriddhish,1985-06-09,1,2,0,2020-07-12
459,29,241,1,1,KGID87015,Samarth,1995-07-26,1,8,0,2009-01-22
460,25,209,3,1,KGID53642,Dev,2000-08-20,1,4,0,2017-05-03
461,6,61,4,1,KGID25376,Balhaar,1982-11-11,2,4,0,2022-05-27
462,20,165,5,3,KGID89220,Orinder,1971-12-01,2,4,0,2025-04-23
463,12,103,2,3,KGID52154,Gavin,1993-09-03,2,8,0,2010-12-10
464,28,236,5,3,KGID95029,Tarak,1984-08-29,2,6,0,2008-06-08
465,20,165,3,3,KGID75179,David,1985-03-06,2,6,0,2011-10-04
466,27,229,5,1,KGID58589,Max,1973-02-25,1,4,0,2012-01-23
467,3,20,3,3,KGID29126,Neel,1999-05-10,2,5,0,2014-03-23
468,20,167,2,1,KGID35715,Oscar,1999-10-15,2,4,0,2024-03-16
469,23,189,1,2,KGID82173,Lucky,1996-05-01,2,5,0,2009-03-27
470,11,96,1,2,KGID94108,Jeremiah,1974-03-25,2,3,0,2025-04-17
471,18,149,5,3,KGID56160,Laksh,1971-10-23,2,3,0,2016-11-08
472,16,131,6,3,KGID94123,Charita,1984-08-25,1,2,0,2012-04-15
473,20,170,5,3,KGID16358,Faraj,1973-05-17,2,3,0,2018-01-14
474,23,186,4,3,KGID40334,Ansh,1995-08-18,1,1,0,2007-07-08
475,19,158,5,1,KGID76287,Banjeet,1969-02-04,1,8,0,2015-07-23
476,22,181,4,3,KGID73944,Henry,1993-08-24,2,1,0,2020-09-22
477,12,99,2,1,KGID79391,Alexander,1984-06-30,2,1,0,2025-02-11
478,29,244,5,3,KGID98346,Maanav,1989-05-23,1,2,0,2016-10-30
479,27,226,6,1,KGID78732,Wyatt,1975-11-19,1,5,0,2020-05-14
480,21,178,1,2,KGID45038,Manthan,1982-12-25,1,6,0,2009-01-12
481,3,18,2,2,KGID70161,Ayushman,1972-12-05,1,5,0,2021-07-05
482,1,6,5,3,KGID20566,Sarthak,1984-01-11,1,2,0,2022-05-09
483,1,2,2,2,KGID59710,Harsh,1979-02-15,2,1,0,2011-06-10
484,28,236,2,3,KGID11238,Naksh,1996-11-11,1,8,0,2017-06-01
485,5,46,6,2,KGID94529,Orinder,2000-09-26,1,1,0,2020-02-13
486,23,196,5,1,KGID37710,Eiravati,1993-06-07,2,5,0,2019-02-27
487,14,117,3,1,KGID19744,Chatresh,1978-05-29,2,1,0,2014-10-11
488,2,7,2,1,KGID51220,Viraj,1971-09-20,1,3,0,2015-08-27
489,20,167,5,3,KGID62205,Varenya,1975-12-27,2,3,0,2011-05-06
490,8,76,4,3,KGID41519,Chanakya,1969-04-09,2,6,0,2016-06-04
491,19,157,1,2,KGID28343,Rehaan,1996-12-14,1,6,0,2020-10-11
492,10,90,5,1,KGID22803,Jeet,2000-04-21,1,6,0,2011-12-26
493,18,147,6,3,KGID90460,Omisha,1999-04-28,2,6,0,2017-03-11
494,17,143,2,1,KGID93115,Girish,1993-07-07,2,8,0,2011-12-22
495,3,14,2,1,KGID56636,Zaid,2001-06-09,2,7,0,2024-01-24
496,30,249,5,1,KGID99088,Vivaan,1984-07-09,2,2,0,2017-01-18
497,30,247,2,3,KGID48715,Yuvraj,1968-05-04,1,2,0,2009-08-13
498,19,157,1,2,KGID30214,Ronith,1984-09-30,1,7,0,2022-02-09
499,24,203,4,2,KGID57277,Jai,1974-11-14,1,5,0,2018-07-23
500,29,244,2,2,KGID57175,Arjun,1969-04-09,1,3,0,2016-02-15
